"distribution: [0,3,3,2,2,2,1,1,1,0,0,0]"
"words: 50"
"errors: 60"
"haskell demerits lower: 60"
"seeds: "
"Equal -3478648829764762645, 3814550273323748965"
"Equal -8345380903377293205, 3707751809045706334"
"Equal 4681533548756236749, 4692489901435779855"
"Equal 7581566038219516950, -329575478392271475"
"Equal 4573311111981616091, -8936290933542582972"
"Equal 585370799805689306, 7752228456669048818"
"Equal -7144874067550095389, 3466398377012682488"
"Equal 9199918256472126878, -3318007379546520071"
"Equal 8710927566018124013, 1941793899961878638"
"Equal 3889877446701708270, -6678782811949158702"
"Equal 5999057330708348857, -8200612165355710736"
"Equal 2931414808632632977, -5889730217066438156"
"Equal -2534767729393795327, 8550699494755801975"
"Equal 5411244676817508799, 2665014286909779465"
"Equal -5765704736988317392, 4796337567607198315"
"Equal -1421192482121802392, 5968173893218646838"
"Equal -5198580622212661765, 4803011293906210334"
"Equal -5956894852963336084, 7680150010690601105"
"Equal 2200121087327377013, 5002471249168860136"
"Equal 1303852453055241719, 5114687552014030357"
"Equal 2998155365206716694, -8373293972592148546"
"Equal -2126392022078453275, -2226769992606955234"
"Equal 1304707401794488600, -6149640737363936304"
"Equal -672172071521020466, -2146572799003714683"
"Equal 7265294179512774869, 2642251682728608903"
"Equal -5665172765621942357, -8517255315367491173"
"Equal -4743200633734598343, -1280834951376850401"
"Equal 2475964686165254510, -6697269331437765895"
"Equal -8609070882446962651, 7608964369580251691"
"Equal 4437492777665494303, 8268527520548308773"
"Equal -6489556764060921303, 2059566277910783293"
"Equal -2876507700063336038, -7739471667634078282"
"Equal -6363219488761201745, -6288362404429600573"
"Equal -2353380483009877921, 2912050186285628505"
"Equal -6858631400192547372, 6840960563328096472"
"Equal -6343434026246135812, -3519268478572109116"
"Equal 4455806223808305706, 1482713397241390671"
"Equal -6393764860909827696, 151931501022658495"
"Equal 6002163873618170053, -1555779577023530936"
"Equal 1163694361008782438, -3831081071443298524"
"Equal -8354466892055071973, 9169936741679624428"
"Equal -7362403480188932733, 6318998395486250585"
"Equal -3735869389168651588, 4263314285641945601"
"Equal -3269775184679621264, -1032814856903585204"
"Equal 2886308648417893073, -7021912819132381748"
"Equal 9047856608711848013, 5128270269756898897"
"Equal -2076237835479986131, 2578224238210366841"
"Equal 2437673819034150335, 2224883322406636890"
"Equal 2177668418062399894, 8209449564105959910"
"Equal -7560054602974192258, -6342647116843442641"
"Equal -591774833518178356, -1263504187229057728"
"Equal -144045716551311817, 938463997055211115"
"Equal 8601154786508523103, 846395786312004300"
"Equal 7880686466808575764, 516666383687201400"
"Equal -8677306097895671985, -5604573610664881564"
"Equal 8658732079772995584, -3790877103094555489"
"Equal 4419472679363884773, 2261426515094998336"
"Equal -2957908108064526334, 5505899832662752285"
"Equal 1186825376314978210, -8661998412470482524"
"Equal 3369848676479750341, 5695387171764178968"
"Equal 5745225494129215720, 6552296872042820342"
"Equal 2671393608706702776, -5867251951431568989"
"Equal -7067038372067363313, -1143005747892891129"
"Equal 448964590759161128, 3301323818848642559"
"Equal 749082057206774378, 4406662217332825582"
"Equal -6643702337142282419, 8844843308772603579"
"Equal 364662011947415180, 6990825852246527979"
"Equal 4703656930723430870, -5418484610928101261"
"Equal -1787192957181010007, 8064552980095724384"
"Equal 5259090447791035812, 6379687024324892535"
"Equal 691997232296135555, -6529652059565604740"
"Equal -1078394887521912674, 1865504114178175320"
"Equal 6461465000825251422, 1298081495396462059"
"Equal 5106532648412881153, -1013992024832367248"
"Equal -8152807003818163145, 3228843687603322537"
"Equal -5614112687048683513, 2542906959458083199"
"Equal -2058656380993949177, 1877992596550952204"
"Equal 1718291797803599740, 391129597701071385"
"Equal -3919607301117561938, 6750613562938186129"
"Equal -7791885250675977055, 225876333307370797"
"Equal 8636304324512598256, 8394260770710021541"
"Equal 3729337583990433970, 4613728363326132894"
"Equal 570741606058200142, -6474466096608725382"
"Equal -1261409179148913844, -9143002045310122205"
"Equal -1473869395992170961, -6674166417170048295"
"Equal -1165018268396371236, -1960416499241492107"
"Equal 5866024063581013673, -8261940649215756117"
"Equal -645140706669232143, 5983125744769071442"
"Equal -5233877316501490161, -1652268301216859151"
"Equal -5395186939008224526, -638617105798605761"
"Equal -2022384457347749918, 2209856914705115074"
"Equal 2527284538057257767, 4460805545747227722"
"Equal -117707301011115951, -2661362443100650244"
"Equal 464035063580257485, 5860886273428010821"
"Equal 4615021456474353313, 3532709049421101735"
"Equal 3124848576557117777, -6906622277611252660"
"Equal 2798363589970488329, -5900631421110390358"
"Equal 4369972350847016421, -5812910958920925974"
"Equal -5656365821869435034, -6010533891264880201"
"Equal 692658932891541981, -6476026622412497888"
"Equal 1478916339495995415, -2438762165117198710"
"Equal 8690956211135663332, 8078911089840350303"
"Equal 566718321974830534, 2075976180565701697"
"Equal -7539097132164362249, 7747387628631370816"
"Haskell lower -7685808126472351022, -9176237098189103937"
"Equal 201617697208107293, 4936810139697438544"
"Equal -2298617420703929849, 1296453202176516550"
"Equal -7912374885104895889, -387117371304261884"
"Equal 6459569755204310113, 3104239222111793123"
"Equal -3569528631812829126, 6590230888902336254"
"Equal -4328096383561917070, 6538042366174299091"
"Equal -7892239983370489080, 7581414090047218639"
"Equal -2001364067543826108, 7021643858359381811"
"Equal -3396369168463333010, 2286371096732106625"
"Equal 2779239847690433330, -2267435788882951382"
"Equal -6573393932489048331, -1900959823219262887"
"Equal -5838044559258459521, -8320634648426199564"
"Equal -6157918302354210525, 2946817008866351869"
"Equal -8900339939935621226, 4806228918517843632"
"Equal -4578653422779471532, 160587672916777965"
"Equal -1327732689916650272, -2057857185065810258"
"Equal -7357919874350365691, -1456438339112887373"
"Equal -3288823668979604244, -5647801714817890272"
"Equal 4529131131920370308, 8625396470953688671"
"Equal -5187431997112886131, 6573153644961196305"
"Equal -209815528801592353, -6162737887385055138"
"Equal -1062511836989248669, -2259480716561349193"
"Equal -5198840296457596256, 3795202037102114645"
"Equal 6960797067284887871, -4558428614683962319"
"Equal -7109830138105776015, -8713436074257989701"
"Equal -7975047150394203477, -8133602149749666971"
"Equal -8202391967123067272, 5791251477794606125"
"Equal 6225528813941709920, 7850778009662643241"
"Equal 7696632078174037457, 2576447956448206495"
"Equal -4969820350676581864, -9034934761024652092"
"Equal -5252903832863012581, 3293824136425923037"
"Equal 4150387293273357935, 7575257454839174846"
"Equal 1005859526202889812, -871932365714330419"
"Equal -4755195609336196082, 4749186632776980204"
"Equal 8202071186700426797, 6569647728052729538"
"Equal 8334234404715842442, -3256696505500623192"
"Equal 9142922050097118061, 149689495206864498"
"Equal -333469488815665058, 102269980588079421"
"Equal -6626331344672274718, 1173076642739128661"
"Equal -2715344428671447999, 313790387592564496"
"Equal 1462377823778786435, 139812104723269468"
"Equal -1814790696244395758, -6519015940261655794"
"Equal -8832051153264338207, 7554959460830486156"
"Equal -7780782572893600244, 8069997951252208361"
"Equal -2507741912848284713, 3152195813803338432"
"Equal 7298650755440751935, 7506419212427334881"
"Equal -1655544449609487955, 4316234702125618170"
"Equal 8851322169511425642, -1634237164928122478"
"Equal -24725399842119353, 3278330177229852564"
"Equal -548594847061827513, -1485740042592218830"
"Equal -6073798894812827687, -3692478068038385423"
"Equal 3959740267951108871, 6042310610077068723"
"Equal -4920573015539210612, 6484037083331147231"
"Equal -1849626600517362049, -3570312533901345340"
"Equal -6783163377944081475, 3233189576666110262"
"Equal -8445573407413354043, 4768576393459771147"
"Equal 1674232209365594941, 8312926451433256448"
"Equal 928817273423710584, 127557408082194548"
"Equal -3822155262908088936, -2971462243466176956"
"Equal 400860804494126432, 629954075146941712"
"Equal 4810053930273338669, 4446295023766423480"
"Equal 5846629980186145725, 2264164613882337010"
"Equal 1153743309118097643, 5973159136033894563"
"Equal -9150223734876083118, 6646159857782862807"
"Equal 6217053157584607362, -4172970829537463335"
"Equal -4993593086694909738, 6081957359220953612"
"Equal 899277641208551687, -4243346356861016026"
"Equal 4021530974369152298, 4229251212512835776"
"Equal -59642518137570368, -1866525298641317173"
"Equal -7245968022823534115, -1119741147530759437"
"Equal -6625510437297809939, -2330386829034880692"
"Equal 5455559718265879161, -4121278889547142902"
"Equal 2535181332273722493, 1841681653936907094"
"Equal -3291797218504054788, -6574245667450311031"
"Equal 6899908737531872096, -1096096980648539568"
"Equal -5272697407610765375, 7270618273236202316"
"Equal -1780221153687403801, -5329603347058830375"
"Equal -2086774995605852789, -3523678153786062896"
"Equal 4838432298066667625, 5632107649010631677"
"Equal -8551247056147080055, 3525990838874189372"
"Equal 6889920238436367189, 4269456724314014219"
"Equal -6122567965860040417, -3298490076370056552"
"Equal -6420240254609985434, 9086037561719145725"
"Equal 3520473517686047294, 5414615666257149433"
"Equal 8597809203973566252, -7172654477602362414"
"Equal -3568778442868778808, -4540522619832181013"
"Equal -2450964457702656659, 7314831369733659206"
"Equal 1151828368398834556, 3542435523282780774"
"Equal 7262519802928300043, -1208388948561844729"
"Equal 8353834308285839826, 9116432477281940376"
"Equal -6058522474838369088, -6457192855294926393"
"Equal -5138686980947803421, -8518333069214189810"
"Equal -6461090198144523212, 5373358929851621343"
"Equal -7576618747226867797, 6001472084375774181"
"Equal -5367099833596923434, 1485790563538039267"
"Equal 8647812564342182364, -4063756877728705741"
"Equal 623792157710868752, -3708651798742748353"
"Equal -1125319641536858275, -1989518973906137164"
"Equal -7255827223285058890, 4848352721700724823"
"Equal 450107839427436006, -8135824423615558922"
"Equal 1182788431342725847, 6333011721033118110"
"Equal -1219656408478827971, -8835416970358142778"
"Equal -1345256950711321770, -6980825799563383245"
"Equal -700575600100378756, -8311073786058246207"
"Equal 2603973068030281276, 5895759733608103613"
"Equal 1364791239944638960, -5955141180398053325"
"Equal 5390475119863891542, -7538187313096949282"
"Equal 5138637390834375855, -5026573012666617166"
"Equal 7210465612821303334, -3304117117954264227"
"Equal -7294983570883318012, -7324706761186353549"
"Equal -5206467374498677577, -7965824398241569179"
"Equal -6921688768160478292, -4074428659614333940"
"Equal -5997422811823539107, -4480479412158130811"
"Equal -9199129177260806235, 3160563833799144403"
"Equal 8891210573124547011, -7442453897267582145"
"Equal -1695405049734937181, -7828789873192804668"
"Equal -8276722375569500227, -4659103349707037777"
"Equal 4070341249897932823, 6496297004177592925"
"Equal 738065757763552011, 3196841271855313027"
"Equal 879386130022430722, -4365210602069078568"
"Equal -690542550531180874, -4376164968894822206"
"Equal 396209336521931349, 3065005218757533524"
"Equal 4271961572465479452, 4708735760395524058"
"Equal -3810953261140729863, -6037783986564611372"
"Equal 3596687391766531193, 3950381196957227886"
"Equal -3577537886760664561, 4660206757657432293"
"Equal -8305410969333177777, 6695301341840383851"
"Equal -4323341336951634064, 2235169057459375810"
"Equal -8271131361329964522, -1181567054587093771"
"Equal -4184826839910017902, 8987865093620172844"
"Equal -3815722899235969648, 5189284132085920702"
"Equal -7248151787165284528, -6893956043329434103"
"Equal 7464875931180451651, -8666214438292335711"
"Equal -796286591983602327, 2561454984461934428"
"Equal 8999695014538922179, -5041977227911972155"
"Equal 3949664034987766809, -1026661728903530605"
"Equal -3176378041177506000, 1519502074640401904"
"Equal 6206847439767952286, -7343050875940699672"
"Equal -749000885370047808, 4263319441155959248"
"Equal 6756423512430171375, 376642007841870086"
"Equal 291191978216638076, 8557404837395821344"
"Equal -5217870888294641780, 388673036675715932"
"Equal -6408403790788492724, 3921205855402595709"
"Equal 2642746934598338888, 8491024214694665143"
"Equal 1741361944315407841, 7574958219849228835"
"Equal 3994099801575298594, 6563812041412353298"
"Equal 1326845744880728247, -2055265762405157731"
"Equal 7619465784445553665, -4817276540740916006"
"Equal -6330097700502025948, 8369206467643663281"
"Equal -7467857606359641121, 2494531202909867791"
"Equal -1125678653545101816, 4188041381258604336"
"Equal -6419872676692026884, 240470640045514148"
"Equal 8130395983216935517, 3174060768367593166"
"Equal 2648724831382225622, -4448527634735595378"
"Equal 4494973329488951067, -1777938487530431509"
"Equal -1584687994245116929, -217848689635478863"
"Equal -6324498443841021925, 6217877120621939214"
"Equal -8784475852958807568, -997183665286048813"
"Equal 1327014071182895522, -2734852111270082046"
"Equal 6093119469076719545, -6068470151678757632"
"Equal 3850500483578709422, -3618395548161571767"
"Equal -6191012968595331292, 6584670832281763779"
"Equal -77099856442460973, 4463660051409642037"
"Equal -4926408264681168861, -5193818806176319051"
"Equal -453123113323457119, -2740634185887823880"
"Equal 351807778716942144, -8308568901843292573"
"Equal -8958114174039478792, 3688361158108071524"
"Equal -2206860757986659002, -9163343843312727401"
"Equal -4123388171110830122, 865929415540799912"
"Equal -8893151052885398970, 7933074393083689054"
"Equal 7590638816689490511, 3677866109111132825"
"Equal -252611965566987659, 934712669856903442"
"Equal 6297424912696271025, -6344407150441635113"
"Equal -4818663719615552339, 1725770415810369490"
"Equal 7714864787069989773, -7797238318069847489"
"Equal 199783744786861392, -8047630751123400854"
"Equal -6360723753606414816, -2657892561393372573"
"Equal 4122726554811254069, 7755118059807289440"
"Equal -8113311171943363636, -8302777339943759602"
"Equal 6652323133553827376, -176606008119648595"
"Equal -3258459667240520747, -6097732272185435243"
"Equal 1072640861255480000, -4522255902140224350"
"Equal 6816053162778996763, -6038766793725464024"
"Equal 2151707290146725490, 545155655101632917"
"Equal 2337182190614802481, -8755657492633225311"
"Equal 6668656000422907869, 8482670306088574279"
"Equal 8440503686733335564, -4506254026134216321"
"Equal 2049846131108217893, 6970648828741112535"
"Equal -3968949895428141266, 7549881603225233006"
"Equal -8319131268404756456, 5198756057364481753"
"Equal -8159328005377564317, -4318924092027464550"
"Equal 3684169830491422631, 3715917000180526631"
"Equal -3009059083075396528, -1271227538281946429"
"Equal 8862927896704475647, 4988222035807254447"
"Equal 7290504954955332082, -8901422838282527951"
"Equal -2483268427819314458, -5064379836367884712"
"Equal -3779078551471467687, -4196319337716337777"
"Equal 4310739147128700897, -4319949926242292115"
"Equal 6440122125624733375, 2656965374577344212"
"Equal -2897589871756596990, 1701382085092503128"
"Equal -5422511645505746600, -160569619740447278"
"Equal -3355656360101359150, 691803430990822365"
"Equal 8689883093652068957, 5683465695424731492"
"Equal 4622805231660187624, 1417296746182517413"
"Equal 4658441747964652374, -8914363251423051023"
"Equal 1830337566783351641, -4757195727221858467"
"Equal 330748143364203171, 4814847101685052082"
"Equal -5108835478741707668, -6905944095404481081"
"Equal -7036603198408637003, -5537167134666817909"
"Equal 2768376155519132231, 5790307961370561240"
"Equal -8502008985093225008, -7397789319640065087"
"Equal -8367033409793087649, 357403541601084380"
"Equal 9117439933480961835, 4410248198310633993"
"Equal -5566663549537875856, 98997483372516431"
"Equal 3738001374195964796, -6844802338806202626"
"Equal 8487282931927126726, -6332564417675540438"
"Equal -2649374701311185345, 3384522067930580533"
"Equal -3847177222359526074, 3334690674041246147"
"Equal -4245065401633429448, -3040183526674411064"
"Equal 5339753887229437165, -1912555042827490369"
"Equal -5398137216813976853, 4858662210891742537"
"Equal -519853669278474429, 2717747560352928497"
"Equal -3732950365174441037, -1777461314607463980"
"Equal -6671598433689295400, 1858853490693694125"
"Equal -7614677770925578436, -946494665390803194"
"Equal -5419748889339502652, -4159802220387056403"
"Equal -3341430035626229824, -918236725015455256"
"Equal -8173321160348233140, -715110681096675752"
"Equal -2573397595161833661, 1982189139413126451"
"Equal -5092446592931617618, -3239061346617526487"
"Equal -2782950392216692453, -9017303500729789300"
"Equal 7197967304421273918, -3198755614228557065"
"Equal -578873978956969043, -1369543839063114310"
"Equal 4430097075990562481, -917107613736707540"
"Equal 96430641857801292, -6858532050785304970"
"Equal 2703816743814841147, 7184038886891803012"
"Equal -7952519610497538300, -9174762785707481986"
"Equal 7794253933418771657, 8093902460936569859"
"Equal -1746521085218851618, -6334575591922645880"
"Equal 8780548646140093989, -2374244844195037368"
"Equal 7965729977156984588, 139445235265884131"
"Equal 4652614123545901750, 3897217991525973702"
"Equal 279909435337683112, -691735597518972309"
"Equal 7537736990720802946, 5427609423760749641"
"Equal 3781448027390463312, 497035584819687800"
"Equal -409648650248164816, -8477178075950942662"
"Equal 2994697595175005041, -8780594755797925013"
"Equal -3945896467230113720, 7701451479387362484"
"Equal -6053107268478480881, 1858847562521801280"
"Equal -1994041306275861009, 6292892682767294491"
"Equal -6006879884361741803, -7601996374729473079"
"Equal 6623340354359673939, -5073306879865954759"
"Equal 1474328409967656414, -2052102371043028707"
"Equal -2821212252806067102, -1726876099997282028"
"Equal 1865219786720939901, -1613142108972366209"
"Equal -4931287928881282538, 4649805506131798785"
"Equal 7839433885506978999, 7834915650322729368"
"Equal 8800013445984810771, 7713541675729844551"
"Equal 69770172807673729, 8617688357306681909"
"Equal 4580357350805885378, 9021304442853394297"
"Equal 796579184212146730, 5334953816418432454"
"Equal -3864020242803825411, 4751749953837509444"
"Equal 8152991711549346590, -187894431411994508"
"Equal 1716266318667495458, -8872665735312397577"
"Equal -2041117846205881118, -5246667720179650948"
"Equal 1105693805827330511, -4385507867449778563"
"Equal -1413221708904698185, -300315973728157884"
"Equal 1507941817322892976, -7323797291967329135"
"Equal -4233696902807499640, -761231503774940839"
"Equal -7418283117215907819, -5986084274992964906"
"Equal -7644090775101376806, -686608457740942032"
"Equal -8399451829271362458, 2391940476747907192"
"Equal 3737492267981860837, -2330004584429671736"
"Equal 7304445715046339105, -774237408584734657"
"Equal 7322755265054567290, 5759178583413386820"
"Equal 1349214972513246044, 2845385909037011569"
"Equal -1575392543400843830, -5067391535475508784"
"Equal -6805836498789555201, -6376350514514726154"
"Equal 5120267142185161148, -892613276414262138"
"Equal 6200095865720556070, 7377615825834506558"
"Equal 2767258980576942377, 382753082837848691"
"Equal 3068790883043512968, -3346534055694491687"
"Equal -5078675122660526135, -5494318645991876475"
"Equal 4208028560046622206, 5733067258604004766"
"Equal 4118129838410592821, 5550497875424701528"
"Equal 8463931809661778502, -7792754703228683490"
"Equal -1147897942964110961, 8225407059662886876"
"Equal 3427718242609242136, -501348202538866329"
"Equal 2888023354691031150, -639739748325786467"
"Equal -561431342055162109, 5514915855534200494"
"Equal 2569812824360817076, -7267797340285382719"
"Equal 5307363031484335268, 4693770459914089546"
"Equal -1816562370532183039, 1465183992621259485"
"Equal -1112483992885432415, 7655264757440148978"
"Equal -1873476083936896910, -3202300414661114051"
"Equal 8541211085292440563, -2335346156672096254"
"Equal -7633860713045559522, 4552453895741399402"
"Equal -6230132369900099870, -7699917900357168548"
"Equal -7187428412298117490, -4471343362199727212"
"Equal -5555695662399891367, -6680455272044536730"
"Equal 1893182606958470437, 3067187465774929877"
"Equal -5901078134777670964, 1954363377329450429"
"Equal 7924083093645789027, 9108191458808799922"
"Equal -2941926784785627171, 7834494566166015755"
"Equal 699936992550526833, 973952981473664939"
"Equal -7857718766656609484, 4417950355260207027"
"Equal -2307243804812788890, -7959346425889029989"
"Equal 543078212049472263, 4169460073566607129"
"Equal 2871798502175634409, -236195993255600154"
"Equal 4713667061394834998, 2216210116875362451"
"Equal 8388000955109427164, 4198502674911626637"
"Equal -3047861556296411325, 6941424426043314710"
"Equal 5382839172831223576, 3023987474047475077"
"Equal -875725884734091002, 5580623680713264707"
"Equal -160876947251186888, 90214840592397353"
"Equal 1551646088484403191, -3852845023555913149"
"Equal 5027784820551594424, 3020498064946803996"
"Equal -5380129618958522168, 1143179937802220980"
"Equal 2590684292792004470, -3893207567791845139"
"Equal -8808345184732830841, 7469285176637554807"
"Equal -2383413557371983251, 6568719246691258593"
"Equal -1954215829908898694, -2101134421383540085"
"Equal 7557836487211730657, 4992665949186443917"
"Equal -5364166505444196887, -737485476532040269"
"Equal -8919149927420370020, 7643832577434777266"
"Equal -1027151253469705662, -1023321165480080416"
"Equal -7327925495767661484, 7697109211988236743"
"Equal 6024066032174334160, 1338820379772262321"
